point_id,section,requirement,primary_ticket,ticket_title,phase,verification_id,coverage_rule
552,32. Jev-controlled supervision intensity,Jev may recommend looser observation when trajectory is stable.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0552,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
553,32. Jev-controlled supervision intensity,Jev may recommend tighter observation when trajectory is unstable.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0553,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
554,32. Jev-controlled supervision intensity,Jev may recommend a future polling cadence as a hint.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0554,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
555,32. Jev-controlled supervision intensity,Poll cadence remains subordinate to local critical-event overrides.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0555,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
556,32. Jev-controlled supervision intensity,Jev does not get called solely to decide whether each individual event warrants Jev.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0556,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
557,33. Expected-value routing,Explicit concept of expected value of a Jev call.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0557,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
558,33. Expected-value routing,Estimate probability Jev will produce a useful disagreement.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0558,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
559,33. Expected-value routing,Weight by consequence of current decision.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0559,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
560,33. Expected-value routing,Weight by uncertainty.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0560,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
561,33. Expected-value routing,Weight by novelty.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0561,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
562,33. Expected-value routing,Weight by materiality.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0562,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
563,33. Expected-value routing,Weight by risk.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0563,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
564,33. Expected-value routing,Weight by Jev freshness.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0564,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
565,33. Expected-value routing,Subtract provider cost.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0565,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
566,33. Expected-value routing,Subtract latency cost.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0566,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
567,33. Expected-value routing,Subtract stale-answer risk.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0567,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
568,33. Expected-value routing,Subtract redundant-call penalty.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0568,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
569,33. Expected-value routing,Invoke Jev when expected benefit is sufficiently positive.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0569,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
570,33. Expected-value routing,No requirement that expected-value logic literally use a single hand-coded equation.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0570,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
571,33. Expected-value routing,Design philosophy centered on could another Jev opinion materially matter now?,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0571,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
572,34. No hard-coded event-count dependence,No primary call Jev every 10 events behavior.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0572,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
573,34. No hard-coded event-count dependence,No primary call Jev after 25 events behavior.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0573,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
574,34. No hard-coded event-count dependence,No primary call Jev after 100 tool calls behavior.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0574,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
575,34. No hard-coded event-count dependence,Event counts may remain as contextual signals.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0575,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
576,34. No hard-coded event-count dependence,Event counts may remain as diagnostics.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0576,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
577,34. No hard-coded event-count dependence,Event counts may remain as emergency ceilings.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0577,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
578,34. No hard-coded event-count dependence,Hard maximum/provider budget only as a safety valve.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0578,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
579,34. No hard-coded event-count dependence,Adaptive state relevance remains primary call trigger.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0579,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
580,35. Router materiality model,Continuous materiality signal.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0580,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
581,35. Router materiality model,Earlier 0–5 materiality idea retained as a conceptual feature if useful.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0581,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
582,35. Router materiality model,Materiality not used as a single permanent hard-coded threshold.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0582,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
583,35. Router materiality model,Trivial operational details very low materiality.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0583,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
584,35. Router materiality model,Meaningful but reversible details low/moderate materiality.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0584,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
585,35. Router materiality model,Strategy-changing choices high materiality.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0585,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
586,35. Router materiality model,External/irreversible choices high materiality.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0586,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
587,35. Router materiality model,Completion high materiality.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0587,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
588,35. Router materiality model,Materiality combined with uncertainty and consequence.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0588,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
589,35. Router materiality model,Materiality included in telemetry.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0589,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
590,36. Critical Jev control states,CONTINUE.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0590,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
591,36. Critical Jev control states,RETRY.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0591,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
592,36. Critical Jev control states,REPLAN.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0592,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
593,36. Critical Jev control states,ESCALATE.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0593,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
594,36. Critical Jev control states,DONE.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0594,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
595,36. Critical Jev control states,GATHER_EVIDENCE.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0595,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
596,36. Critical Jev control states,ASK_HUMAN.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0596,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
597,36. Critical Jev control states,Potential ROLLBACK.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0597,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
598,36. Critical Jev control states,Potential INSPECT.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0598,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
599,36. Critical Jev control states,Potential strategy-specific bounded labels.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0599,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
600,36. Critical Jev control states,PASS.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0600,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
601,36. Critical Jev control states,FAIL.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0601,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
602,36. Critical Jev control states,PARTIAL.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0602,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
603,36. Critical Jev control states,UNKNOWN.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0603,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
604,36. Critical Jev control states,NOT_DONE.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0604,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
605,36. Critical Jev control states,NEEDS_VERIFICATION.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0605,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
606,37. Recovery control,Recovery decision events.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0606,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
607,37. Recovery control,Retry vs replan.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0607,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
608,37. Recovery control,Retry vs gather evidence.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0608,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
609,37. Recovery control,Retry vs rollback.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0609,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
610,37. Recovery control,Retry vs human escalation.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0610,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
611,37. Recovery control,Replan vs escalation.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0611,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
612,37. Recovery control,Repeated retry detection.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0612,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
613,37. Recovery control,Repeated failure detection.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0613,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
614,37. Recovery control,Jev intervention on looping behavior.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0614,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
615,37. Recovery control,Failure events high-value compared with ordinary successful tool calls.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0615,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
616,37. Recovery control,Recovery outcomes logged.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0616,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
617,38. Ambiguity handling,Explicit enough information? judgment.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0617,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
618,38. Ambiguity handling,Evidence sufficiency assessment.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0618,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
619,38. Ambiguity handling,Human escalation when genuinely required.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0619,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
620,38. Ambiguity handling,Avoid automatic human escalation for ordinary uncertainty.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0620,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
621,38. Ambiguity handling,Bounded ASK_HUMAN option.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0621,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
622,38. Ambiguity handling,Bounded GATHER_EVIDENCE option.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0622,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
623,38. Ambiguity handling,Jev can detect when Hermes is choosing prematurely.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0623,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
624,38. Ambiguity handling,Jev can detect when a decision should wait for more evidence.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0624,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
625,39. Resource/routing decisions,Worker selection.,T15,Resource routing and multi-question control assessment,Phase 5 — decision contracts,T15-R0625,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
626,39. Resource/routing decisions,Tool selection.,T15,Resource routing and multi-question control assessment,Phase 5 — decision contracts,T15-R0626,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
627,39. Resource/routing decisions,Tool-family selection.,T15,Resource routing and multi-question control assessment,Phase 5 — decision contracts,T15-R0627,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
628,39. Resource/routing decisions,Environment selection.,T15,Resource routing and multi-question control assessment,Phase 5 — decision contracts,T15-R0628,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
629,39. Resource/routing decisions,Local versus remote compute.,T15,Resource routing and multi-question control assessment,Phase 5 — decision contracts,T15-R0629,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
630,39. Resource/routing decisions,CPU versus GPU where material.,T15,Resource routing and multi-question control assessment,Phase 5 — decision contracts,T15-R0630,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
631,39. Resource/routing decisions,j2 versus win4060 style routing.,T15,Resource routing and multi-question control assessment,Phase 5 — decision contracts,T15-R0631,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
632,39. Resource/routing decisions,Cheap versus expensive path selection.,T15,Resource routing and multi-question control assessment,Phase 5 — decision contracts,T15-R0632,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
633,39. Resource/routing decisions,Candidate prioritization.,T15,Resource routing and multi-question control assessment,Phase 5 — decision contracts,T15-R0633,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
634,39. Resource/routing decisions,Hypothesis prioritization.,T15,Resource routing and multi-question control assessment,Phase 5 — decision contracts,T15-R0634,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
635,39. Resource/routing decisions,File/remediation candidate ranking.,T15,Resource routing and multi-question control assessment,Phase 5 — decision contracts,T15-R0635,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
636,39. Resource/routing decisions,Queue/work-item prioritization.,T15,Resource routing and multi-question control assessment,Phase 5 — decision contracts,T15-R0636,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
637,39. Resource/routing decisions,Jev ranking used only where bounded candidate sets exist.,T15,Resource routing and multi-question control assessment,Phase 5 — decision contracts,T15-R0637,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
638,40. Structured multi-question assessment,Batch related control questions into one Jev call.,T15,Resource routing and multi-question control assessment,Phase 5 — decision contracts,T15-R0638,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
639,40. Structured multi-question assessment,Previous-step success assessment.,T15,Resource routing and multi-question control assessment,Phase 5 — decision contracts,T15-R0639,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
640,40. Structured multi-question assessment,Next-action selection.,T15,Resource routing and multi-question control assessment,Phase 5 — decision contracts,T15-R0640,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
641,40. Structured multi-question assessment,Evidence-sufficiency assessment.,T15,Resource routing and multi-question control assessment,Phase 5 — decision contracts,T15-R0641,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
642,40. Structured multi-question assessment,Completion assessment.,T15,Resource routing and multi-question control assessment,Phase 5 — decision contracts,T15-R0642,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
643,40. Structured multi-question assessment,Confidence assessment.,T15,Resource routing and multi-question control assessment,Phase 5 — decision contracts,T15-R0643,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
644,40. Structured multi-question assessment,Potential supervision-intensity recommendation.,T15,Resource routing and multi-question control assessment,Phase 5 — decision contracts,T15-R0644,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
645,40. Structured multi-question assessment,Potential watch-category recommendation.,T15,Resource routing and multi-question control assessment,Phase 5 — decision contracts,T15-R0645,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
646,40. Structured multi-question assessment,Avoid separate network round trips for each sub-question.,T15,Resource routing and multi-question control assessment,Phase 5 — decision contracts,T15-R0646,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
647,41. Useful-work filtering,Known read-only introspection not automatically Jev-assessed.,T16,Useful-work filter and legacy gate demotion,Phase 5 — decision contracts,T16-R0647,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
648,41. Useful-work filtering,File reading generally local.,T16,Useful-work filter and legacy gate demotion,Phase 5 — decision contracts,T16-R0648,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
649,41. Useful-work filtering,Grep/search generally local.,T16,Useful-work filter and legacy gate demotion,Phase 5 — decision contracts,T16-R0649,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
650,41. Useful-work filtering,Git status generally local.,T16,Useful-work filter and legacy gate demotion,Phase 5 — decision contracts,T16-R0650,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
651,41. Useful-work filtering,Status inspection generally local.,T16,Useful-work filter and legacy gate demotion,Phase 5 — decision contracts,T16-R0651,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
652,41. Useful-work filtering,Test execution generally local unless the test result creates a decision fork.,T16,Useful-work filter and legacy gate demotion,Phase 5 — decision contracts,T16-R0652,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
653,41. Useful-work filtering,Routine evidence gathering generally local.,T16,Useful-work filter and legacy gate demotion,Phase 5 — decision contracts,T16-R0653,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
654,41. Useful-work filtering,Repetitive same-hypothesis diagnostics generally local.,T16,Useful-work filter and legacy gate demotion,Phase 5 — decision contracts,T16-R0654,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
655,41. Useful-work filtering,"Jev invoked on the decision produced by evidence, not the mere act of collecting evidence.",T16,Useful-work filter and legacy gate demotion,Phase 5 — decision contracts,T16-R0655,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
656,41. Useful-work filtering,"Tool calls treated as signals, not definitions of work.",T16,Useful-work filter and legacy gate demotion,Phase 5 — decision contracts,T16-R0656,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
657,41. Useful-work filtering,Mutating tool calls treated as stronger signals.,T16,Useful-work filter and legacy gate demotion,Phase 5 — decision contracts,T16-R0657,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
658,41. Useful-work filtering,External mutations treated as stronger signals.,T16,Useful-work filter and legacy gate demotion,Phase 5 — decision contracts,T16-R0658,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
659,41. Useful-work filtering,Decision plane determines ultimate eligibility.,T16,Useful-work filter and legacy gate demotion,Phase 5 — decision contracts,T16-R0659,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
660,42. Existing selective gate retained but demoted,Existing selective pre_tool_call gating can remain.,T16,Useful-work filter and legacy gate demotion,Phase 5 — decision contracts,T16-R0660,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
661,42. Existing selective gate retained but demoted,Existing gate_scope=selective behavior retained.,T16,Useful-work filter and legacy gate demotion,Phase 5 — decision contracts,T16-R0661,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
662,42. Existing selective gate retained but demoted,Known read-only bypass retained.,T16,Useful-work filter and legacy gate demotion,Phase 5 — decision contracts,T16-R0662,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
663,42. Existing selective gate retained but demoted,Existing gate no longer treated as primary Jev architecture.,T16,Useful-work filter and legacy gate demotion,Phase 5 — decision contracts,T16-R0663,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
664,42. Existing selective gate retained but demoted,Automatic gating remains off by default.,T16,Useful-work filter and legacy gate demotion,Phase 5 — decision contracts,T16-R0664,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
665,42. Existing selective gate retained but demoted,Synchronous gating reserved for narrow precommit/high-consequence use.,T16,Useful-work filter and legacy gate demotion,Phase 5 — decision contracts,T16-R0665,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
666,42. Existing selective gate retained but demoted,gate_scope=all remains compatibility/explicit mode rather than recommended operation.,T16,Useful-work filter and legacy gate demotion,Phase 5 — decision contracts,T16-R0666,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
667,42. Existing selective gate retained but demoted,Legacy gate telemetry retained.,T16,Useful-work filter and legacy gate demotion,Phase 5 — decision contracts,T16-R0667,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
668,43. Existing tools retained,jev_decide.,T17,"Compatibility layer for existing tools, hooks, and context engine",Phase 6 — compatibility,T17-R0668,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
669,43. Existing tools retained,jev_rank.,T17,"Compatibility layer for existing tools, hooks, and context engine",Phase 6 — compatibility,T17-R0669,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
670,43. Existing tools retained,jev_verify.,T17,"Compatibility layer for existing tools, hooks, and context engine",Phase 6 — compatibility,T17-R0670,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
671,43. Existing tools retained,jev_assess.,T17,"Compatibility layer for existing tools, hooks, and context engine",Phase 6 — compatibility,T17-R0671,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
672,43. Existing tools retained,jev_context_curate.,T17,"Compatibility layer for existing tools, hooks, and context engine",Phase 6 — compatibility,T17-R0672,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
673,43. Existing tools retained,jev_context_rehydrate.,T17,"Compatibility layer for existing tools, hooks, and context engine",Phase 6 — compatibility,T17-R0673,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
674,43. Existing tools retained,jev_stats.,T17,"Compatibility layer for existing tools, hooks, and context engine",Phase 6 — compatibility,T17-R0674,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
675,43. Existing tools retained,Existing tools remain available manually.,T17,"Compatibility layer for existing tools, hooks, and context engine",Phase 6 — compatibility,T17-R0675,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
676,43. Existing tools retained,New nervous-system architecture sits above these primitives.,T17,"Compatibility layer for existing tools, hooks, and context engine",Phase 6 — compatibility,T17-R0676,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
677,43. Existing tools retained,Existing direct tool APIs remain useful for explicit debugging/testing.,T17,"Compatibility layer for existing tools, hooks, and context engine",Phase 6 — compatibility,T17-R0677,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
678,44. Existing hooks/context surfaces retained,pre_tool_call hook.,T17,"Compatibility layer for existing tools, hooks, and context engine",Phase 6 — compatibility,T17-R0678,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
679,44. Existing hooks/context surfaces retained,post_tool_call hook.,T17,"Compatibility layer for existing tools, hooks, and context engine",Phase 6 — compatibility,T17-R0679,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
680,44. Existing hooks/context surfaces retained,Optional Jev ContextEngine.,T17,"Compatibility layer for existing tools, hooks, and context engine",Phase 6 — compatibility,T17-R0680,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
681,44. Existing hooks/context surfaces retained,Context engine not automatically selected.,T17,"Compatibility layer for existing tools, hooks, and context engine",Phase 6 — compatibility,T17-R0681,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
682,44. Existing hooks/context surfaces retained,Existing built-in Hermes compressor fallback retained.,T17,"Compatibility layer for existing tools, hooks, and context engine",Phase 6 — compatibility,T17-R0682,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
683,44. Existing hooks/context surfaces retained,Context system remains shadow-first until proven.,T17,"Compatibility layer for existing tools, hooks, and context engine",Phase 6 — compatibility,T17-R0683,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
684,45. Context features discussed for eventual integration,"Context should become subordinate to decision usefulness, not maximum compression.",T17,"Compatibility layer for existing tools, hooks, and context engine",Phase 6 — compatibility,T17-R0684,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
685,45. Context features discussed for eventual integration,Decision-state context accumulator.,T17,"Compatibility layer for existing tools, hooks, and context engine",Phase 6 — compatibility,T17-R0685,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
686,45. Context features discussed for eventual integration,Current goal retention.,T17,"Compatibility layer for existing tools, hooks, and context engine",Phase 6 — compatibility,T17-R0686,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
687,45. Context features discussed for eventual integration,Current strategy retention.,T17,"Compatibility layer for existing tools, hooks, and context engine",Phase 6 — compatibility,T17-R0687,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
688,45. Context features discussed for eventual integration,Active hypothesis retention.,T17,"Compatibility layer for existing tools, hooks, and context engine",Phase 6 — compatibility,T17-R0688,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
689,45. Context features discussed for eventual integration,Important failure retention.,T17,"Compatibility layer for existing tools, hooks, and context engine",Phase 6 — compatibility,T17-R0689,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
690,45. Context features discussed for eventual integration,Contradiction retention.,T17,"Compatibility layer for existing tools, hooks, and context engine",Phase 6 — compatibility,T17-R0690,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
691,45. Context features discussed for eventual integration,Relevant completion evidence retention.,T17,"Compatibility layer for existing tools, hooks, and context engine",Phase 6 — compatibility,T17-R0691,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.
