point_id,section,requirement,primary_ticket,ticket_title,phase,verification_id,coverage_rule,implementation_status,implementation_artifact,implementation_verification
476,26. Uncertainty-delta logic,Increased uncertainty increases Jev call value.,T10,"Novelty, decision, evidence, risk, and uncertainty delta detectors",Phase 4 — adaptive routing,T10-R0476,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py,60-test offline suite + compileall + release checks
477,26. Uncertainty-delta logic,Reduced uncertainty suppresses unnecessary Jev calls.,T10,"Novelty, decision, evidence, risk, and uncertainty delta detectors",Phase 4 — adaptive routing,T10-R0477,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py,60-test offline suite + compileall + release checks
478,27. Completion pressure,Detect transition from active work toward I think this is done.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0478,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
479,27. Completion pressure,Detect COMPLETION_CANDIDATE.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0479,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
480,27. Completion pressure,Completion events receive high Jev priority.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0480,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
481,27. Completion pressure,Completion review can bypass sparse polling.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0481,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
482,27. Completion pressure,Jev checks whether observed evidence satisfies done criteria.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0482,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
483,27. Completion pressure,Jev can return DONE.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0483,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
484,27. Completion pressure,Jev can return NOT_DONE.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0484,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
485,27. Completion pressure,Jev can return NEEDS_VERIFICATION.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0485,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
486,27. Completion pressure,Completion assessment can map to PASS/RETRY/REPLAN/ESCALATE.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0486,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
487,27. Completion pressure,Premature completion detection.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0487,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
488,27. Completion pressure,False PASS treated as a critical metric.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0488,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
489,27. Completion pressure,Completion decisions tied to explicit objective done criteria.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0489,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
490,28. Decision leases / Jev freshness,Jev decisions can remain valid across multiple Hermes actions.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0490,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
491,28. Decision leases / Jev freshness,Decision lease concept.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0491,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
492,28. Decision leases / Jev freshness,Lease allows Hermes to act autonomously under an already-selected strategy.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0492,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
493,28. Decision leases / Jev freshness,Lease remains valid while decision state stays materially equivalent.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0493,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
494,28. Decision leases / Jev freshness,Lease invalidated when active hypothesis is disproven.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0494,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
495,28. Decision leases / Jev freshness,Lease invalidated by material failure.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0495,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
496,28. Decision leases / Jev freshness,Lease invalidated by major strategy change.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0496,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
497,28. Decision leases / Jev freshness,Lease invalidated when destructive/consequential action boundary appears.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0497,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
498,28. Decision leases / Jev freshness,Lease invalidated when enough evidence exists to advance state.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0498,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
499,28. Decision leases / Jev freshness,Lease invalidated when relevant state version changes materially.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0499,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
500,28. Decision leases / Jev freshness,Lease reduces repeated Jev calls.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0500,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
501,28. Decision leases / Jev freshness,Router checks Jev freshness before calling again.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0501,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
502,28. Decision leases / Jev freshness,Hysteresis based on meaningful state change rather than time alone.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0502,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
503,29. Hysteresis,Post-Jev-call hysteresis.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0503,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
504,29. Hysteresis,Repeated equivalent observations do not immediately trigger another call.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0504,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
505,29. Hysteresis,Confirming evidence alone normally does not trigger.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0505,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
506,29. Hysteresis,Same-hypothesis file reads normally do not trigger.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0506,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
507,29. Hysteresis,Unexpected failure can break hysteresis.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0507,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
508,29. Hysteresis,Contradictory evidence can break hysteresis.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0508,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
509,29. Hysteresis,Strategy transition can break hysteresis.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0509,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
510,29. Hysteresis,Completion candidate can break hysteresis.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0510,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
511,29. Hysteresis,High-risk boundary can break hysteresis.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0511,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
512,29. Hysteresis,Hysteresis prevents Jev call storms.,T11,"Completion pressure, decision leases, and hysteresis",Phase 4 — adaptive routing,T11-R0512,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
513,30. Event batching,Event batching under high-volume execution.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0513,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
514,30. Event batching,Repeated observations grouped.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0514,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
515,30. Event batching,Repeated tool results summarized.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0515,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
516,30. Event batching,Repeated failures summarized.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0516,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
517,30. Event batching,Intermediate hypothesis evolution summarized.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0517,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
518,30. Event batching,State transition summary sent instead of dozens of raw events.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0518,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
519,30. Event batching,Batch may contain event count.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0519,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
520,30. Event batching,Batch may contain tool-call count.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0520,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
521,30. Event batching,Batch may contain failure count.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0521,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
522,30. Event batching,Batch may contain new-hypothesis count.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0522,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
523,30. Event batching,Batch may contain strategy-change count.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0523,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
524,30. Event batching,Batch may contain current decision.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0524,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
525,30. Event batching,Batch may contain current evidence delta.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0525,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
526,30. Event batching,Batch may contain router trigger reasons.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0526,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
527,30. Event batching,Batch may contain accumulated relevant state.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0527,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
528,30. Event batching,Batch maintains provenance back to underlying events.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0528,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
529,31. Adaptive polling/sparse mode,Polling/batching mode retained as a concept.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0529,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
530,31. Adaptive polling/sparse mode,Polling is not based primarily on fixed every N events.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0530,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
531,31. Adaptive polling/sparse mode,Polling triggered by workload/state characteristics.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0531,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
532,31. Adaptive polling/sparse mode,Adaptive sparse mode.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0532,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
533,31. Adaptive polling/sparse mode,Adaptive intensive mode.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0533,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
534,31. Adaptive polling/sparse mode,Event pressure can change Jev granularity.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0534,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
535,31. Adaptive polling/sparse mode,Decision materiality independently changes Jev priority.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0535,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
536,31. Adaptive polling/sparse mode,High event density can decrease ordinary Jev frequency.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0536,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
537,31. Adaptive polling/sparse mode,High decision consequence can increase Jev priority even under high density.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0537,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
538,31. Adaptive polling/sparse mode,Ordinary low-value events can be accumulated locally.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0538,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
539,31. Adaptive polling/sparse mode,Important decisions bypass polling.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0539,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
540,31. Adaptive polling/sparse mode,Completion candidates bypass polling.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0540,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
541,31. Adaptive polling/sparse mode,Consequential actions bypass polling.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0541,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
542,31. Adaptive polling/sparse mode,Strategy changes bypass polling when sufficiently material.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0542,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
543,31. Adaptive polling/sparse mode,Repeated failures bypass polling.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0543,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
544,31. Adaptive polling/sparse mode,Human escalation decisions bypass polling.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0544,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
545,31. Adaptive polling/sparse mode,Irreversible actions bypass polling.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0545,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
546,31. Adaptive polling/sparse mode,High-materiality decisions bypass polling.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0546,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
547,32. Jev-controlled supervision intensity,Jev may recommend its own future supervision intensity.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0547,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
548,32. Jev-controlled supervision intensity,Jev may return supervision mode.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0548,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
549,32. Jev-controlled supervision intensity,Example SPARSE supervision mode.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0549,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
550,32. Jev-controlled supervision intensity,Example INTENSIVE supervision mode.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0550,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
551,32. Jev-controlled supervision intensity,Jev may recommend which event classes to watch.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0551,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
552,32. Jev-controlled supervision intensity,Jev may recommend looser observation when trajectory is stable.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0552,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
553,32. Jev-controlled supervision intensity,Jev may recommend tighter observation when trajectory is unstable.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0553,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
554,32. Jev-controlled supervision intensity,Jev may recommend a future polling cadence as a hint.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0554,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
555,32. Jev-controlled supervision intensity,Poll cadence remains subordinate to local critical-event overrides.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0555,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
556,32. Jev-controlled supervision intensity,Jev does not get called solely to decide whether each individual event warrants Jev.,T12,Adaptive batching and supervision intensity,Phase 4 — adaptive routing,T12-R0556,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py,60-test offline suite + compileall + release checks
557,33. Expected-value routing,Explicit concept of expected value of a Jev call.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0557,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
558,33. Expected-value routing,Estimate probability Jev will produce a useful disagreement.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0558,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
559,33. Expected-value routing,Weight by consequence of current decision.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0559,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
560,33. Expected-value routing,Weight by uncertainty.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0560,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
561,33. Expected-value routing,Weight by novelty.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0561,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
562,33. Expected-value routing,Weight by materiality.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0562,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
